Pair,Parameter,Estimate,Std. Error,t-value,P-value,ModelGroup,Equation
JPYPHP_RET,intercepts_L0_mean,0.0020961292970784,0.0143703258700349,0.1458651192767507,0.8840278678067618,hybrid_var_mlp,
JPYPHP_RET,intercepts_L1_mean,-0.1889641374359956,0.001,-188.9641374359956,0.0,hybrid_var_mlp,
HKDPHP_RET,coefs_L0_mean,-0.0205341643895979,0.0162524499512175,-1.2634503998616944,0.2064273611947507,hybrid_var_mlp,
HKDPHP_RET,coefs_L1_mean,0.0333358888418056,0.0144752832261905,2.302952441130137,0.0212815191047974,hybrid_var_mlp,
HKDPHP_RET,intercepts_L0_mean,0.0020282186324172,0.0142757819991028,0.14207408270487,0.8870214894951985,hybrid_var_mlp,
HKDPHP_RET,intercepts_L1_mean,-0.1872076068317441,0.001,-187.20760683174413,0.0,hybrid_var_mlp,
SGDPHP_RET,coefs_L0_mean,-0.019685080169597,0.0153229943515338,-1.284675809309196,0.19890559503853,hybrid_var_mlp,
SGDPHP_RET,coefs_L1_mean,0.0294216593502015,0.0137520330850528,2.139440704384296,0.0323999933377645,hybrid_var_mlp,
SGDPHP_RET,intercepts_L0_mean,0.0057702268208589,0.0140410723761974,0.4109534276484968,0.6811066847764159,hybrid_var_mlp,
SGDPHP_RET,intercepts_L1_mean,-0.1881315736864607,0.001,-188.1315736864608,0.0,hybrid_var_mlp,
USDPHP_RET,intercept_mean,0.2646142812881589,0.0264614281288158,9.999999999999998,1.5239706048321166e-23,hybrid_var_svr,
USDPHP_RET,dual_coef_mean,0.0,0.0264194339035859,0.0,1.0,hybrid_var_svr,
USDPHP_RET,n_support_vectors,1418.0,37.65634076752546,37.65634076752546,2.57637183155967e-310,hybrid_var_svr,
CNYPHP_RET,intercept_mean,0.2432972361974884,0.0243297236197488,10.0,1.523970604832094e-23,hybrid_var_svr,
CNYPHP_RET,dual_coef_mean,-1.8076901350748816e-18,0.0259127965423813,-6.976051898213046e-17,1.0,hybrid_var_svr,
CNYPHP_RET,n_support_vectors,1474.0,38.39270764090493,38.39270764090494,0.0,hybrid_var_svr,
JPYPHP_RET,intercept_mean,0.1239575090434,0.01239575090434,10.0,1.523970604832094e-23,hybrid_var_svr,
JPYPHP_RET,dual_coef_mean,3.3285887059342613e-18,0.0249038946078169,1.3365735594180782e-16,1.0,hybrid_var_svr,
JPYPHP_RET,n_support_vectors,1601.0,40.01249804748511,40.01249804748512,0.0,hybrid_var_svr,
HKDPHP_RET,intercept_mean,0.2699493268253611,0.0269949326825361,10.0,1.523970604832094e-23,hybrid_var_svr,
HKDPHP_RET,dual_coef_mean,-2.4913840664800146e-18,0.0263736052323406,-9.446505491122452e-17,1.0,hybrid_var_svr,
HKDPHP_RET,n_support_vectors,1426.0,37.76241517699841,37.76241517699842,0.0,hybrid_var_svr,
SGDPHP_RET,intercept_mean,0.1505089386994415,0.0150508938699441,10.0,1.523970604832094e-23,hybrid_var_svr,
SGDPHP_RET,dual_coef_mean,1.197813108159306e-18,0.025855662556287,4.6326916030548486e-17,1.0,hybrid_var_svr,
SGDPHP_RET,n_support_vectors,1483.0,38.50973902793941,38.50973902793942,0.0,hybrid_var_svr,
USDPHP_RET,coefs_L0_mean,-0.0210435649292866,0.0162828008791902,-1.2923799219445538,0.196225606427684,hybrid_varx_mlp,
USDPHP_RET,coefs_L1_mean,0.0341336053748082,0.0144209751971323,2.366941549250831,0.0179357651932907,hybrid_varx_mlp,
USDPHP_RET,intercepts_L0_mean,0.0044249820931159,0.0141790597615569,0.3120786686514469,0.754980737477133,hybrid_varx_mlp,
USDPHP_RET,intercepts_L1_mean,-0.1863707294020108,0.001,-186.3707294020108,0.0,hybrid_varx_mlp,
CNYPHP_RET,coefs_L0_mean,-0.0227724914409474,0.0164653648438491,-1.383054165936349,0.1666482579852908,hybrid_varx_mlp,
CNYPHP_RET,coefs_L1_mean,0.0342817391660255,0.014659738239075,2.338495995422936,0.0193615331681564,hybrid_varx_mlp,
CNYPHP_RET,intercepts_L0_mean,0.0007029289348458,0.0142972033181643,0.049165484969555,0.9607874169905832,hybrid_varx_mlp,
CNYPHP_RET,intercepts_L1_mean,-0.1870543572638995,0.001,-187.05435726389956,0.0,hybrid_varx_mlp,
JPYPHP_RET,coefs_L0_mean,-0.0114525324789013,0.0145056373880819,-0.7895228711777169,0.4298064676775787,hybrid_varx_mlp,
JPYPHP_RET,coefs_L1_mean,0.0255900179731073,0.0133980753128006,1.9099771702774624,0.0561361528320612,hybrid_varx_mlp,
JPYPHP_RET,intercepts_L0_mean,0.0029332217183443,0.0143387590778681,0.20456593924308,0.8379112691366032,hybrid_varx_mlp,
JPYPHP_RET,intercepts_L1_mean,-0.1892640393510194,0.001,-189.2640393510194,0.0,hybrid_varx_mlp,
HKDPHP_RET,coefs_L0_mean,-0.0210992773441063,0.0162804177814387,-1.295991148836584,0.1949785343224692,hybrid_varx_mlp,
HKDPHP_RET,coefs_L1_mean,0.032873895023381,0.0145569265546245,2.258299160885534,0.0239270145765697,hybrid_varx_mlp,
HKDPHP_RET,intercepts_L0_mean,0.0026598395816743,0.0142411244539267,0.1867717391473916,0.8518396058718984,hybrid_varx_mlp,
HKDPHP_RET,intercepts_L1_mean,-0.1870348063510981,0.001,-187.03480635109813,0.0,hybrid_varx_mlp,
SGDPHP_RET,coefs_L0_mean,-0.019305240007833,0.0153261907504719,-1.259624150719809,0.2078049790926482,hybrid_varx_mlp,
SGDPHP_RET,coefs_L1_mean,0.0296197774741056,0.0137030853648092,2.161540754184592,0.0306535923699325,hybrid_varx_mlp,
SGDPHP_RET,intercepts_L0_mean,0.0065682048557506,0.0140161601768637,0.4686165663683446,0.6393437337113843,hybrid_varx_mlp,
SGDPHP_RET,intercepts_L1_mean,-0.1883891739136624,0.001,-188.3891739136624,0.0,hybrid_varx_mlp,
USDPHP_RET,intercept_mean,0.2319980674450317,0.0231998067445031,10.0,1.523970604832094e-23,hybrid_varx_svr,
USDPHP_RET,dual_coef_mean,-1.3276209562034757e-18,0.0271816705314325,-4.884250784616906e-17,1.0,hybrid_varx_svr,
USDPHP_RET,n_support_vectors,1338.0,36.578682316343766,36.57868231634376,6.242803007538404e-293,hybrid_varx_svr,
CNYPHP_RET,intercept_mean,0.3154153317409578,0.0315415331740957,10.0,1.523970604832094e-23,hybrid_varx_svr,
CNYPHP_RET,dual_coef_mean,-3.569370742264401e-18,0.0257747508584384,-1.3848322964859286e-16,1.0,hybrid_varx_svr,
CNYPHP_RET,n_support_vectors,1493.0,38.63935817272331,38.63935817272332,0.0,hybrid_varx_svr,
JPYPHP_RET,intercept_mean,0.1011179431578805,0.010111794315788,10.0,1.523970604832094e-23,hybrid_varx_svr,
JPYPHP_RET,dual_coef_mean,0.0,0.0257163645255073,0.0,1.0,hybrid_varx_svr,
JPYPHP_RET,n_support_vectors,1502.0,38.7556447501522,38.75564475015221,0.0,hybrid_varx_svr,
HKDPHP_RET,intercept_mean,0.247311307234023,0.0247311307234023,10.0,1.523970604832094e-23,hybrid_varx_svr,
HKDPHP_RET,dual_coef_mean,1.3207114047585505e-18,0.0271323719851501,4.867659213434744e-17,1.0,hybrid_varx_svr,
HKDPHP_RET,n_support_vectors,1345.0,36.6742416417845,36.6742416417845,1.8802584185676883e-294,hybrid_varx_svr,
SGDPHP_RET,intercept_mean,0.1409171044335815,0.0140917104433581,10.0,1.523970604832094e-23,hybrid_varx_svr,
SGDPHP_RET,dual_coef_mean,-1.2404726532124654e-18,0.0263084471323574,-4.7151116406516193e-17,1.0,hybrid_varx_svr,
SGDPHP_RET,n_support_vectors,1432.0,37.84177585684901,37.841775856849,0.0,hybrid_varx_svr,
