Date,USDIDR,CNYIDR,INRIDR,JPYIDR,SGDIDR,REF_RATE,TARGET_RATE,USDIDR_RET,CNYIDR_RET,INRIDR_RET,JPYIDR_RET,SGDIDR_RET,IR_DIFF_LAGGED
2010-02-16,9292.900390625,1361.9163998256568,202.10744852419415,102.97526762143717,7025.850055277451,0.13,0.0,-0.556930819429448,-0.556930819429448,0.2186568243607767,-0.7721352213319771,0.0,-0.12
2010-02-17,9400.599609375,1377.7002053221636,204.32532880911515,103.24656006909943,7025.850055277451,0.12,0.0,1.1522765708565312,1.1522765708565312,1.091399327932991,0.2631075548147121,0.0,-0.13
2010-02-18,9499.7998046875,1392.2384406612937,205.8907657207033,103.28451760504177,7025.850055277451,0.12,0.0,1.049724972070443,1.049724972070421,0.7632292011907472,0.03675721523091663,0.0,-0.12
2010-02-19,9292.2001953125,1362.6725414418843,201.21697994599288,101.5097236440635,7025.850055277451,0.13,0.0,-2.2095365606643482,-2.146496536341378,-2.296193662403476,-1.7332893574134927,0.0,-0.12
2010-02-22,9281.7001953125,1361.3722625960672,201.33840569480535,101.73398512872257,7025.850055277451,0.12,0.0,-0.11306188681631635,-0.09546678106357331,0.06032747633065227,0.22068242803414753,0.0,-0.13
2010-02-23,9341.7998046875,1370.1269619650652,201.90627410826673,103.6135694902759,7025.850055277451,0.12,0.0,0.6454191532588291,0.6410200865736121,0.2816497363986419,1.830688326155613,0.0,-0.12
2010-02-24,9352.2998046875,1371.908453140099,202.04589026267334,103.59330380529988,7025.850055277451,0.11,0.0,0.11233492196552831,0.12993934475676996,0.06912509563275349,-0.019560823169931518,0.0,-0.12
2010-02-25,9335.2001953125,1369.4201912063277,201.62419760560593,104.57265090574599,7025.850055277451,0.12,0.0,-0.18300590391846108,-0.18153698005205945,-0.20892943179927317,0.9409361174589077,0.0,-0.11
2010-02-26,9340.0,1370.1644527540393,203.48583201536516,105.03705817553983,7025.850055277451,0.13,0.0,0.05140298088360956,0.054333898217908384,0.9190824112802368,0.44311690686991945,0.0,-0.12
2010-03-01,9385.099609375,1376.841080188236,204.02390455163044,105.27312898195125,7025.850055277451,0.14,0.0,0.4817031420138952,0.48610317680914567,0.26407852410920923,0.22449783222621375,0.0,-0.13
2010-03-02,9184.400390625,1347.1800860216317,199.53941980930824,103.49786580708017,7025.850055277451,0.14,0.0,-2.161684849380254,-2.177822026754346,-2.222535631383147,-1.7007208946641565,0.0,-0.14
2010-03-03,9149.2998046875,1342.3465730813355,200.8627872213753,103.30021267034236,7025.850055277451,0.15,0.0,-0.38290828856431997,-0.359432625639763,0.6610214467007611,-0.1911557383698031,0.0,-0.14
2010-03-04,9328.900390625,1368.5562599446005,204.26758845303536,104.63100053224352,7025.850055277451,0.16,0.0,1.9439798249980302,1.9337102931509131,1.680881810270816,1.280044503475954,0.0,-0.15
2010-03-05,8898.400390625,1305.4206919409592,195.78438374594873,98.63001851282452,7025.850055277451,0.17,0.0,-4.7245621337401875,-4.723100118999194,-4.241687164349081,-5.906421725682199,0.0,-0.16
